Company Name,Website,City,Address,Company Stage,Focus Areas,Validation_Source
RapidAI,,Menlo Park,"1300 S El Camino Real, San Mateo, CA 94402, USA",Unknown,CT & MRI blood flow visualization,Existing
Ray Therapeutics,https://www.raytx.com,Berkeley,"2607 7th Street, Suite B, Berkeley, CA 94710",Pre-clinical/Startup,Optogenetic Gene Therapy & Protein Engineering,Existing
RaySearch Laboratories,https://www.raysearchlabs.com,Santa Clara,"2445 Augustine Drive, Suite 440, Santa Clara, CA 95054",Commercial-Stage Biotech,Cancer Research Software,Existing
Raydiant Oximetry,https://raydiantoximetry.com,San Ramon,"2603 Camino Ramon, San Ramon, CA 94583",Pre-clinical/Startup,Fetal Monitor,Existing
ReCode Therapeutics,http://recodetx.com/,Menlo Park,"1140 O'Brien Dr, Menlo Park, CA 94025, USA",Pre-clinical/Startup,Nucleic Acid Therapeutic Delivery,Existing
ReCor Medical,http://www.recormedical.com/,Palo Alto,"1049 Elwell Ct, Palo Alto, CA 94303, USA",Unknown,Catheter-based Hypertension Intervention,Existing
ReacX Pharmaceuticals,http://www.prcclinical.com/,San Francisco,"611 Gateway Blvd Ste 120, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Innovative drug delivery platform,Existing
Recognify Life Sciences,http://www.iontorrent.com/,San Francisco,"7000 Shoreline Ct #201, South San Francisco, CA 94080, USA",Unknown,Psychedelics,Existing
ReechPharma,http://www.reechpharma.com/,Newark,"8024 Central Ave, Newark, CA 94560, USA",Unknown,Customized formulation solutions,Existing
RefleXion Medical,https://reflexion.com/,Hayward,"25841 Industrial Blvd #275, Hayward, CA 94545, USA",Pre-clinical/Startup,Biology-guided Radiotherapy,Existing
RegCell,,Emeryville,"5980 Horton St UNIT 405, Emeryville, CA 94608, USA",Unknown,T Reg Therapies,Existing
Regel Therapeutics,https://www.regel.bio,Berkeley,"2630 Bancroft Way, Berkeley, CA 94704",Pre-clinical/Startup,Targeted EpiEditing & dCAS Fusion Proteins,Existing
Regencor,http://www.regencor.com/,San Carlos,"733 Industrial Rd, San Carlos, CA 94070, USA",Unknown,Biologic for Heart Regeneration,Existing
Regenerative Patch Technologies,http://www.emmecell.com/,Menlo Park,"3475 Edison Way suite t, Menlo Park, CA 94025, USA",Unknown,Cell-based Implant Technology,Existing
Renasant Bio,,Berkeley,"2630 Bancroft Way, Berkeley, CA 94704, USA",Unknown,Small molecules treating autosomal dominant polycystic kidney disease,Existing
RenovoRx,http://renovorx.com/contact/,Mountain View,"4546 El Camino Real, Los Altos, CA 94022, USA",Unknown,Catheters,Existing
ResVerlogiX,https://www.resverlogix.com/,San Francisco,"Suite 300, 4820 Richard Rd SW, Calgary, AB T3E 6L1, Canada",Unknown,Small Molecules,Existing
ResVita Bio,https://www.resvitabio.com,Berkeley,"2625 Durant Avenue, Berkeley, CA 94720",Pre-clinical/Startup,Engineered skin probiotics producing therapeutic proteins to treat chronic skin diseases like Netherton Syndrome.,Existing
Reservoir Neuroscience,https://kyvernatx.com/,Emeryville,"5980 Horton St Suite 550, Emeryville, CA 94608, USA",Pre-clinical/Startup,Therapy to Heal Blood-Brain Barrier,Existing
Resilience,http://www.resilience.com/,Alameda,"2061 Challenger Dr, Alameda, CA 94501, USA",Unknown,Biomanufacturing,Existing
Respira Therapeutics,http://www.respiratherapeutics.com/,Palo Alto,"628 Middlefield Rd, Palo Alto, CA 94301, USA",Unknown,Inhaler Innovation,Existing
Retro Biosciences,https://www.remegenbio.com/,San Francisco,"650 Gateway Blvd Ste 110, South San Francisco, CA 94080, USA",Unknown,Cell reprogramming,Existing
RevMAB,http://www.revmab.com/,Burlingame,"2 Adrian Ct Suite 26, Burlingame, CA 94010, USA",Unknown,Monoclonal Antibody Generation Technology,Existing
Revagenix,https://www.remegenbio.com/,San Francisco,"650 Gateway Blvd Ste 110, South San Francisco, CA 94080, USA",Unknown,Antibiotics,Existing
Revel Pharmaceuticals,,San Francisco,"2325 3rd St #328, San Francisco, CA 94107, USA",Pre-clinical/Startup,Therapeutic Enzymes,Existing
Reviva Pharmaceuticals,http://revivapharma.com/,Cupertino,"10080 N Wolfe Road, 200 Suite SW3, Cupertino, CA 95014, USA",Unknown,Small Molecules,Existing
Revolution Medicines,https://www.revmed.com,Redwood City,,,Oncology,BPG
Rezo Therapeutics,https://www.terremotobio.com/,San Francisco,"230 E Grand Ave. #200, South San Francisco, CA 94080, USA",Unknown,,Existing
Rezolute,https://www.rezolutebio.com/contact,Redwood City,"275 Shoreline Dr #500, Redwood City, CA 94065, USA",Unknown,Biologics,Existing
Rhausler,https://www.biolytic.com/,Fremont,"5680 Stewart Ave, Fremont, CA 94538, USA",Unknown,Implants & Instrumentation for spine surgery,Existing
RheoSense,http://www.rheosense.com/,San Ramon,"12667 Alcosta Blvd Suite 100, San Ramon, CA 94583, USA",Unknown,Viscometers,Existing
Riboscience,http://riboscience.com/,Sunnyvale,"428 Oakmead Pkwy, Sunnyvale, CA 94085, USA",Unknown,Ribose-Based Therapies,Existing
Ridge Bio,https://www.hexagonbio.com/,Palo Alto,"1490 O'Brien Dr, Menlo Park, CA 94025, USA",Unknown,Next-generation antibody conjugates,Existing
Rigel Pharmaceuticals,https://www.rigel.com,San Francisco,"1180 Veterans Blvd, San Francisco, CA 94080",Commercial-Stage Biotech,"Small molecule drugs for hematologic disorders and cancer (SYK, IRAK1/4 inhibitors).",Existing
Rila Therapeutics,http://www.pliantrx.com/,San Francisco,"331 Oyster Point Blvd, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Renal fibrosis treatments,Existing
Rio Pharmaceuticals,http://bioqpharma.com/,San Francisco,"1325 Howard St, San Francisco, CA 94103, USA",Unknown,Neurological Disease Quantification,Existing
Riptide Bioscience,http://riptidebio.com/,Vallejo,"941 Nereus St, Vallejo, CA 94592, USA",Pre-clinical/Startup,Peptide Therapeutics,Existing
Roche,http://molecular.roche.com/,Pleasanton,"4300 Hacienda Dr, Pleasanton, CA 94588, USA",Unknown,Diagnostics,Existing
Rondo Therapeutics,http://www.eurekatherapeutics.com/,Hayward,"5858 Horton St #370, Emeryville, CA 94608, USA",Tools/Services/CDMO,"Immuno-oncology platform for treating solid tumors, Bispecific Antibodies",Existing
Route 92 Medical,https://www.route92medical.com/,San Mateo,"155 Bovet Rd Suite 100, San Mateo, CA 94402, USA",Unknown,Catheter Technology,Existing
Rubedo Life Sciences,http://www.jsrlifesciences.com/,Sunnyvale,"1280 N Mathilda Ave, Sunnyvale, CA 94089, USA",Pre-clinical/Startup,Age-related drug discovery platform,Existing
Rune Labs,https://runelabs.io/,San Francisco,"2021 Fillmore St PMB #1052, San Francisco, CA 94115, USA",Unknown,Brain data analysis platform,Existing
S2 Genomics,https://s2genomics.com/,Livermore,"7683 Southfront Rd #200, Livermore, CA 94551, USA",Unknown,Genetic Analysis,Existing
SCILEX,http://www.scilexholding.com/,Palo Alto,"960 San Antonio Rd, Palo Alto, CA 94303, USA",Pre-clinical/Startup,"Transdermal Drug Delivery, 505(b)(2)",Existing
SI-BONE,https://si-bone.com/,Santa Clara,"471 El Camino Real, Santa Clara, CA 95050, USA",Tools/Services/CDMO,Sacroiliac joint fusion device,Existing
SRI International,https://www.sri.com/,Menlo Park,"333 Ravenswood Ave, Menlo Park, CA 94025, USA",Unknown,Independent Research,Existing
Saama Technologies,http://www.saama.com/,Campbell,"900 E Hamilton Ave Suite 430, Campbell, CA 95008, USA",Clinical-Stage Biotech,Clinical Trial Analytics,Existing
Saccharo,https://www.shastabio.com/,Oakland,"2974 Teagarden St, San Leandro, CA 94577, USA",Unknown,Cancer Therapies,Existing
Sage-N Research,https://www.sciforschenonline.org/,Milpitas,"1525 McCarthy Blvd #1200, Milpitas, CA 95035, USA",Unknown,AI & Mass Spec for Biomarker Discovery,Existing
SageMedic,https://sagemedic.com/,Redwood City,"555 Twin Dolphin Dr, Redwood City, CA 94065, USA",Unknown,Tumor assay,Existing
Sagimet Biosciences,http://www.sagimet.com/,San Mateo,"155 Bovet Rd UNIT 303, San Mateo, CA 94402, USA",Pre-clinical/Startup,Drugs targeting the fatty acid synthase enzyme,Existing
Samay,https://www.sanbio.com/en/about/overview/,Mountain View,"231 S Whisman Rd, Mountain View, CA 94041, USA",Unknown,AI-powered wearable diagnostic solutions for respiratory diseases,Existing
Sampling Human,https://www.samplinghuman.com,Berkeley,"2625 Durant Avenue, Berkeley, CA 94720",Pre-clinical/Startup,Synthetic biology for single-cell measurement and creation of single-cell biomarkers. Protein-based tools focus.,Existing
SanBio Co Ltd,https://www.sanbio.com/en/about/overview/,Oakland,"231 S Whisman Rd, Mountain View, CA 94041, USA",Pre-clinical/Startup,Regenerative Cell Medicine,Existing
Sangamo Therapeutics,https://www.sangamo.com,Brisbane,"7000 Marina Boulevard, Brisbane, CA 94005",Clinical-Stage Biotech,"Zinc finger nucleases & gene therapy.
Genomic medicines using zinc finger technology",Existing
Sanovas,http://otogenix.com/,San Rafael,"2597 Kerner Blvd, San Rafael, CA 94901, USA",Unknown,Minimally-invasive surgical tools,Existing
Santa Ana Bio,https://www.santaanabio.com,Alameda,"1105 Atlantic Ave, Alameda, CA 94501",Pre-clinical/Startup,Precision immunology leveraging multi-omics and antibody engineering for autoimmune and inflammatory diseases.,Existing
Santen,https://www.santen.com,Emeryville,"6401 Hollis Street, Suite 125, Emeryville, CA 94608",Large Pharma,"Ophthalmology drug development;
translational. Ophthalmology drug development; translational",Existing
Sardona Therapeutics,http://sardonatx.com/,San Francisco,"953 Indiana St, San Francisco, CA 94107, USA",Unknown,Small molecules to target RNA-binding proteins,Existing
SciGene,http://www.scigene.com/,Santa Clara,"3350 Scott Blvd Bldg 39-02, Santa Clara, CA 95054, USA",Unknown,Imaging sample prep,Existing
SciGenom,http://www.scigenom.com/contactus,San Francisco,"315 Montgomery St STE 900, San Francisco, CA 94104, USA",Tools/Services/CDMO,"Next-gen sequencing services, bioinformatics",Existing
Scribe Therapeutics,https://www.scribetx.com,Alameda,"1150 Marina Village Parkway, Suite 100, Alameda, CA 94501",Pre-clinical/Startup,Engineering bespoke CRISPR enzymes and delivery systems for disease-specific genetic therapies.,Existing
Seascape Clinical,https://seascapeclinical.com/contact/,Redwood City,"274 Redwood Shores Pkwy, Redwood City, CA 94065, USA",Unknown,Clinical Operations Cloud Software,Existing
Seer,https://seer.bio,Redwood City,"3800 Bridge Pkwy, Redwood City, CA 94065",Commercial-Stage Biotech,Proteomics platform (Proteograph™ Product Suite) for large-scale protein analysis. Strong proteomics and data analysis fit.,Existing
Segmed,http://www.sagimet.com/,Palo Alto,"155 Bovet Rd UNIT 303, San Mateo, CA 94402, USA",Unknown,Cloud based platform for AI development,Existing
Selonterra,http://selonterra.com/,San Mateo,"1900 S Norfolk St #350, San Mateo, CA 94403, USA",Unknown,Neurodegenerative Therapies,Existing
Semler Scientific,https://ir.semlerscientific.com/contact-us,Santa Clara,"2344 Walsh Ave, Santa Clara, CA 95051, USA",Unknown,Products that assist healthcare providers in monitoring patients and evaluating chronic diseases,Existing
Senti Biosciences,http://sentibio.com/,South San Francisco,"2 Corporate Dr First Floor, South San Francisco, CA 94080, USA",Unknown,Gene Circuits; Cell & Gene Therapies,Existing
Sentieon,http://www.sentieon.com/,San Jose,"160 E Tasman Dr #208, San Jose, CA 95134, USA",Unknown,Algorithms for Bioinformatics Applications,Existing
Sepragen,http://www.sepragen.com/,Union City,"33470 Western Ave, Union City, CA 94587, USA",Unknown,"Chromatography, Bioreactors",Existing
Septerna,http://www.septerna.com/,South San Francisco,"250 E Grand Ave., South San Francisco, CA 94080, USA",Pre-clinical/Startup,GPCR Drug Discovery,Existing
Sequilite Genomics,https://www.sequlite.com/,Pleasanton,"7068 Koll Center Pkwy, Pleasanton, CA 94566, USA",Unknown,NGS platform,Existing
Seranova Bio,https://www.shennonbio.com/,South San Francisco,"2325 3rd St Suite 326-328, San Francisco, CA 94107, USA",Unknown,Autoantibody Discovery,Existing
Serpex Medical,https://www.rebusbio.com/,Santa Clara,"2255 Martin Ave Suite D, Santa Clara, CA 95050, USA",Unknown,Bronchial Access Devices,Existing
Shape Memory Medical,https://www.shapemem.com,San Jose,"1321 Ridder Park Drive, Suite 10, San Jose, CA 95131",Commercial-Stage Biotech,Devices using Shape Memory Polymer materials,Existing
Shasqi,http://bioqpharma.com/,San Francisco,"1325 Howard St, San Francisco, CA 94103, USA",Pre-clinical/Startup,Local Drug Activation,Existing
Shenandoah Therapeutics,https://www.shennonbio.com/,South San Francisco,"2325 3rd St Suite 326-328, San Francisco, CA 94107, USA",Unknown,Cancer Driver Therapies,Existing
Shennon Biotechnologies,https://www.shennonbio.com/,San Francisco,"2325 3rd St Suite 326-328, San Francisco, CA 94107, USA",Unknown,Proprietary single cell platform to create more effective immunotherapies,Existing
Shockwave Medical,http://shockwavemedical.com/,Santa Clara,"3003 Bunker Hill Ln, Santa Clara, CA 95054, USA",Unknown,Lithoplasty for treating occlusive calcified lesions,Existing
Sight Sciences,http://www.sightsciences.com/,Menlo Park,"4040 Campbell Ave # 100, Menlo Park, CA 94025, USA",Unknown,Ophthalmology surgical devices,Existing
Signios Biosciences,https://www.signiosbio.com/,Foster City,"348 Hatch Dr, Foster City, CA 94404, USA",Unknown,Diagnostics & Genomic Solutions,Existing
Silver Bullet Therapeutics,http://www.svbtx.com/,San Jose,"2362 Qume Dr, San Jose, CA 95131, USA",Tools/Services/CDMO,Antimicrobial coating for implants,Existing
Silver Creek Pharmaceuticals,http://silvercreekpharma.com/,South San Francisco,"329 Oyster Point Blvd Suite 300, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Regenerative medicines,Existing
SimpleTrials,http://simpletrials.com/,Oakland,"6114 La Salle Ave #265, Oakland, CA 94611, USA",Tools/Services/CDMO,CTMS/eTMF solution for CROs and Sponsors,Existing
Simpson Interventions,http://www.simpsonint.com/,Campbell,"747 Camden Ave E, Campbell, CA 95008, USA",Unknown,Visual guidance for effective cardiovascular interventions,Existing
Single Cell Technology,http://singlecelltechnology.com/,San Jose,"6276 San Ignacio Ave E, San Jose, CA 95119, USA",Unknown,Antibody Discovery Platform,Existing
Siolta Therapeutics,http://www.sioltatherapeutics.com/,San Carlos,"930 Brittan Ave, San Carlos, CA 94070, USA",Tools/Services/CDMO,Gut Microbiome Modification,Existing
Sira Medical,http://www.circlepharma.com/,San Francisco,"169 Harbor Wy, South San Francisco, CA 94080, USA",Unknown,Augmented reality surgical software,Existing
Siren Biotechnology,https://siren.care/,San Francisco,"1256 Folsom St, San Francisco, CA 94103, USA",Pre-clinical/Startup,AAV Immuno-Gene Therapy,Existing
Slingshot Biosciences,http://www.slingshotbio.com/,Emeryville,"1250 45th St #330, Emeryville, CA 94608, USA",Unknown,Synthetic Cells,Existing
Solaris Biotech,https://solarisbiotechusa.com/,Berkeley,"2952 Sacramento St, Berkeley, CA 94702, USA",Tools/Services/CDMO,"Specialized bioprocessing equipment for biotech, pharma, food + more. Benchtop / Pilot / Industrial Bioreactors, Fermenters, TFF.",Existing
Solaris Medical Technology,http://solarismedtech.com/,San Francisco,"427 26th Ave #101, San Francisco, CA 94121, USA",Unknown,Patient Monitoring Systems,Existing
Soleno Therapeutics,https://soleno.life,Redwood City,"100 Marine Parkway, Suite 400, Redwood City, CA 94065",Clinical-Stage Biotech,Small molecule therapeutics for rare diseases (Prader-Willi syndrome).,Existing
SonALAsense,https://ansabio.com/,Oakland,"1198 65th St, Oakland, CA 94608, USA",Pre-clinical/Startup,ALA Sonodynamic Therapy for Glioblastoma,Existing
SonoMotion,http://sonomotion.com/,San Mateo,"1600 W Hillsdale Blvd, San Mateo, CA 94402, USA",Pre-clinical/Startup,Noninvasive Stone Treatment,Existing
SonoThera,http://sana.com/,South San Francisco,"1 Tower Pl #500, South San Francisco, CA 94080, USA",Unknown,Ultrasound-mediated nonviral gene delivery platform,Existing
Sonoma Biotherapeutics,https://www.biocom.org/,South San Francisco,"1 Tower Pl Suite 150, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Cell Therapy,Existing
Sony Biotechnology,http://www.sonybiotechnology.com/,San Jose,"1730 N First St, San Jose, CA 95112, USA",Unknown,"Cell Sorting, Spectral Cell Analyzers",Existing
Speclipse,http://www.tribioscience.com/,Sunnyvale,"365 San Aleso Ave, Sunnyvale, CA 94085, USA",Unknown,Laser-Based Medical Diagnostics,Existing
Speech Buddies,http://www.speechbuddy.com/,San Francisco,"3150 18th St, San Francisco, CA 94110, USA",Pre-clinical/Startup,Speech therapy device,Existing
Spirair,http://spirair.com/,South San Francisco,"415 Grand Ave Suite 201, South San Francisco, CA 94080, USA",Unknown,Septal Deviation Device,Existing
Spiral Therapeutics,http://www.spiraltx.com/,South San Francisco,"6000 Shoreline Ct #206, South San Francisco, CA 94080, USA",Unknown,Inner ear therapies,Existing
Spruce Biosciences,,South San Francisco,"953 Indiana St, San Francisco, CA 94107, USA",Pre-clinical/Startup,Treatments for diseases affecting the hypothalamic-pituitary-adrenal (HPA) axis,Existing
Stamm Biotech,http://stamm.bio/,San Francisco,"Maipú 942, C1006 ACN, Cdad. Autónoma de Buenos Aires, Argentina",Unknown,Biomanufacturing Platform,Existing
Standard BioTools,https://www.standardbio.com/,South San Francisco,"2 Tower Pl Suite 2000, South San Francisco, CA 94080, USA",Tools/Services/CDMO,"Microarrays, Sequencing, Add'l Services",Existing
Star Therapeutics,https://www.rapt.com/,South San Francisco,"561 Eccles Ave, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Antibody Therapeutics,Existing
Stately Bio,http://distributedbio.com/,San Francisco,"201 Gateway Blvd, South San Francisco, CA 94080, USA",Unknown,ML Cell Imaging,Existing
Stellartech Research,http://www.stellartechresearch.com/,Milpitas,"560 Cottonwood Dr, Milpitas, CA 95035, USA",Unknown,Electronic device development,Existing
Strategikon Pharma,https://synergenics.net/,San Francisco,"1700 Owens St, San Francisco, CA 94158, USA",Clinical-Stage Biotech,Digital tools for the business side of clinical trials.,Existing
Strateos,http://strateos.com/,Menlo Park,"3565 Haven Ave Suite 3, Menlo Park, CA 94025, USA",Unknown,Robotic Cloud Lab,Existing
Structure Therapeutics,https://structuretx.com/,South San Francisco,"601 Gateway Blvd Suite 900, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Oral small molecule drugs that can deliver biologic-like activity and specificity,Existing
Stryker,https://www.stryker.com/,San Jose,"5900 Optical Ct, San Jose, CA 95138, USA",Unknown,Medical Devices,Existing
Studylog,https://www.studylog.com/,South San Francisco,"101 Hickey Blvd A, South San Francisco, CA 94080, USA",Unknown,Animal Study Workflow Software,Existing
Subtle Medical,https://subtlemedical.com/,Menlo Park,"883 Santa Cruz Ave Suite 205, Menlo Park, CA 94025, USA",Unknown,Imaging Software,Existing
Summit Therapeutics,,Menlo Park,"2882 Sand Hill Rd, Menlo Park, CA 94025, USA",Unknown,Utrophin modulation technology,Existing
Superfluid Dx,http://distributedbio.com/,South San Francisco,"201 Gateway Blvd, South San Francisco, CA 94080, USA",Unknown,Circulating RNA for diagnosis,Existing
Surf Bio,http://www.orcabio.com/,Palo Alto,"3475 Edison Way C, Menlo Park, CA 94025, USA",Unknown,Biologic Stabilization Platform,Existing
Surface Ophthalmics,http://www.immunoscience.com/,Pleasanton,"6780 Sierra Ct, Dublin, CA 94568, USA",Pre-clinical/Startup,505(b)(2) drugs,Existing
Surge,,San Francisco,"458 Carlton Ct G, South San Francisco, CA 94080, USA",Unknown,Machine learning algorithms to decode a patient's immune system from a blood sample for outcome prediction,Existing
Surrozen,http://surrozen.com/,South San Francisco,"171 Oyster Point Blvd #400, South San Francisco, CA 94080, USA",Tools/Services/CDMO,Wnt signaling antibodies,Existing
Sutro Biopharma,https://www.sutrobio.com,South San Francisco,"111 Oyster Point Blvd, South San Francisco, CA 94080",Clinical-Stage Biotech,Cell-free protein synthesis platform (XpressCF™) for ADCs and cytokine-based therapeutics. Direct protein synthesis/engineering fit.,Existing
Suture Ease,http://www.suturease.com/contact,San Jose,"1735 N First St, San Jose, CA 95112, USA",Unknown,Fascia closure device,Existing
Swaza,https://www.swaza.life/,Mountain View,"319 N Bernardo Ave, Mountain View, CA 94043, USA",Unknown,Nanofluid Breathing Aid,Existing
Swing Therapeutics,,San Francisco,"548 Market St #55709, San Francisco, CA 94104, USA",Pre-clinical/Startup,Digital Therapeutics,Existing
Switch Therapeutics,http://www.mazetx.com/,South San Francisco,"171 Oyster Point Blvd STE 300, South San Francisco, CA 94080, USA",Unknown,RNAi Therapies,Existing
Synlico,http://www.cytokinetics.com/,South San Francisco,"350 Oyster Point Blvd, South San Francisco, CA 94080, USA",Pre-clinical/Startup,In Silico CAR T Drug Discovery,Existing
SyntheX,http://www.synthexlabs.com/,San Francisco,"455 Mission Bay Boulevard South, San Francisco, CA 94158, USA",Pre-clinical/Startup,Discovery of treatments for undruggable proteins,Existing
Synthego,https://www.synthego.com/,Redwood City,"3696 Haven Ave Suite A, Redwood City, CA 94063, USA",Unknown,Synthetic RNA for CRISPR use,Existing
Synthekine,https://www.synthekine.com/,Menlo Park,"1505 O'Brien Dr suite e, Menlo Park, CA 94025, USA",Unknown,Engineered Cytokines,Existing
Synthetic Design Lab,http://www.synthexlabs.com/,San Francisco,"455 Mission Bay Boulevard South, San Francisco, CA 94158, USA",Unknown,ADCs,Existing
Synthetic Genomics Bay,https://syntheticgenomics.io,Redwood City,,,Synthetic biology,BPG
Synvivia,http://www.faunabio.com/,Berkeley,"6460 Hollis St Suite A, Emeryville, CA 94608, USA",Unknown,Protein Switches,Existing
System Biosciences,http://www.systembio.com/,Palo Alto,"2438 Embarcadero Way, Palo Alto, CA 94303, USA",Tools/Services/CDMO,Stem Cell & Biotechnology Supplies,Existing
THINK Surgical,http://www.thinksurgical.com/,Fremont,"47201 Lakeview Blvd, Fremont, CA 94538, USA",Unknown,Digital surgical planning,Existing
TRIO Pharmaceuticals,https://mbcbiolabs.com/,San Carlos,"930 Brittan Ave, San Carlos, CA 94070, USA",Pre-clinical/Startup,Cancer Immunotherapeutics,Existing
TRexBio,http://distributedbio.com/,South San Francisco,"201 Gateway Blvd, South San Francisco, CA 94080, USA",Unknown,Treg mapping in human tissues,Existing
TTI Medical,http://ttimedical.com/,San Ramon,"220 Porter Dr #120, San Ramon, CA 94583, USA",Unknown,Surgical imaging,Existing
Tahoe Therapeutics,http://www.mazetx.com/,South San Francisco,"171 Oyster Point Blvd STE 300, South San Francisco, CA 94080, USA",Unknown,in vivo single cell atlas,Existing
Takara Bio USA,https://www.takarabio.com/,San Jose,"2560 Orchard Pkwy, San Jose, CA 95131, USA",Unknown,Lab products,Existing
Tallac Therapeutics,http://www.alxoncology.com/,Burlingame,"323 Allerton Ave, South San Francisco, CA 94080, USA",Unknown,Novel Cancer Immunotherapies,Existing
Talphera,https://www.acelrx.com/,San Mateo,"1850 Gateway Dr #175, San Mateo, CA 94404, USA",Pre-clinical/Startup,Oral-Transmucosal Drug Delivery,Existing
Taran Therapeutics,https://www.tenayatherapeutics.com/,Burlingame,"171 Oyster Point Blvd Suite 500, South San Francisco, CA 94080, USA",Unknown,Monoclonal Antibody,Existing
Target Discovery,,Mountain View,"4030 Fabian Way, Palo Alto, CA 94303, USA",Tools/Services/CDMO,Biomarker Assays,Existing
Tasman Therapeutics,https://www.bridgenebio.com/home,San Francisco,"75 Nicholson Ln, San Jose, CA 95134, USA",Unknown,Oral Extended Release Ketamine,Existing
Teal Health,http://bahbl.com/,San Francisco,"201 California St #900, San Francisco, CA 94111, USA",Unknown,At-home Cervical Cancer Screening,Existing
Tegmine Therapeutics,http://www.gene.com/,South San Francisco,"1 DNA Way, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Antibody Drug Discovery Platform,Existing
Teikoku Pharma,https://teikokuusa.com/,San Jose,"1718 Ringwood Ave, San Jose, CA 95131, USA",Pre-clinical/Startup,Drug Delivery Systems,Existing
Telios Pharma,https://www.trellisbio.com/,Redwood City,"702 Marshall St #614, Redwood City, CA 94062, USA",Unknown,Bruton’s tyrosine kinase inhibitor,Existing
Telo Therapeutics,http://alector.com/,San Francisco,"131 Oyster Point Blvd, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Personalized medicine,Existing
Tempero Bio,http://www.aditumbio.com/,Oakland,"1111 Broadway #1300, Oakland, CA 94607, USA",Pre-clinical/Startup,Treatments for substance abuse disorders,Existing
Tempo Bioscience,http://www.tempobioscience.com/,San Francisco,"665 3rd St #250&280, San Francisco, CA 94107, USA",Tools/Services/CDMO,"Stem cell models, biosensor assay services, disease modeling",Existing
Tempus,https://www.tempus.com,San Francisco,"635 Brannan St, San Francisco, CA 94107",Commercial-Stage Biotech,AI-driven precision medicine and data analysis. Computational biology focus with applications in biologics.,Existing
Tenaya Therapeutics,https://www.tenayatherapeutics.com/,South San Francisco,"171 Oyster Point Blvd Suite 500, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Cardiovascular Therapeutics,Existing
Tenvie Therapeutics,http://www.vir.bio/,South San Francisco,"1800 Owens St, San Francisco, CA 94158, USA",Unknown,Small Molecules for Neuro,Existing
Teon Therapeutics,https://www.teontherapeutics.com/,Redwood City,"555 Twin Dolphin Dr Suite 120, Redwood City, CA 94065, USA",Unknown,Small molecules focused on GPCR targets for oncology indications,Existing
TeraPore Technologies,https://www.terapore.com/,South San Francisco,"407 Cabot Rd, South San Francisco, CA 94080, USA",Unknown,Membrane Technologies,Existing
Terns Pharmaceuticals,http://www.ternspharma.com/,Foster City,"1065 E Hillsdale Blvd # 100, Foster City, CA 94404, USA",Unknown,Small Molecules - Liver focus,Existing
Terremoto Biosciences,https://www.terremotobio.com/,South San Francisco,"230 E Grand Ave. #200, South San Francisco, CA 94080, USA",Unknown,Covalent Small Molecules,Existing
TesoRx,http://tesorx.com/,Menlo Park,"900 Willow Rd, Menlo Park, CA 94025, USA",Unknown,Formulations platforms,Existing
Tetsuwan Scientific,https://trilo.bio/#/,San Francisco,"544b Bryant St, San Francisco, CA 94107, USA",Unknown,Lab Automation,Existing
TheraDep Technologies,http://theradep.com/,San Jose,"2200 Zanker Rd suite f suite f, San Jose, CA 95131, USA",Unknown,Aesthetic Dermatology,Existing
TheraNova,https://www.theranova.com/,San Francisco,"255 Kansas St Suite 300, San Francisco, CA 94103, USA",Unknown,Medical Device Incubator,Existing
Theravance Biopharma,http://www.theravance.com/,South San Francisco,"901 Gateway Blvd, South San Francisco, CA 94080, USA",Unknown,Small Molecules,Existing
Thermo Fisher,https://www.thermofisher.com/,Fremont,"46500 Kato Rd, Fremont, CA 94538, USA",Tools/Services/CDMO,Lab Supplies and Equipment,Existing
Thermo Fisher Alias,https://corporate.thermofisher.com/life-tech,South San Francisco,,,Life sciences,BPG
Third Wave Analytics,https://thirdwaveanalytics.com/,San Francisco,"7 Joost Ave Suite 201, San Francisco, CA 94131, USA",Unknown,"The world’s first user-friendly biotech LIMS built for research, NGS, clinical and GMP labs",Existing
Thrive Informatix,http://www.arterytx.com/,San Ramon,"10 Duberstein Dr, San Ramon, CA 94583, USA",Unknown,Clinical Research,Existing
Tierra Biosciences,https://www.tierrabiosciences.com/,San Leandro,"1933 Davis St Ste 223, San Leandro, CA 94577, USA",Unknown,Synthetic Biology,Existing
TippingPoint Biosciences,https://www.shennonbio.com/,San Francisco,"2325 3rd St Suite 326-328, San Francisco, CA 94107, USA",Unknown,Therapies for Chromatin Dysfunction Indications,Existing
Tizona Therapeutics,http://tizonatx.com/,South San Francisco,"4000 Shoreline Ct STE 200, South San Francisco, CA 94080, USA",Unknown,Immunotherapies,Existing
TopAlliance Biosciences,https://www.pacb.com/,Menlo Park,"1305 O'Brien Dr, Menlo Park, CA 94025, USA",Unknown,Monoclonal Antibody,Existing
